-2.3834,-2.0305,-2.1902,-2.7503,-2.5429,-2.5543,-2.7056,-2.1458,-2.8095,-2.4697,-3.5389,-0.94044,-0.58619,-0.62686,-0.59378,-1.7565
-6.1589,-6.2256,-5.8726,-5.3004,-5.3903,-5.0877,-5.6801,-5.6118,-5.6601,-5.4581,-5.7253,-6.2837,-5.5619,-5.9764,-6.1034,-5.7826
-2.5524,-2.3553,-2.5871,-3.2561,-2.9418,-2.7695,-3.1561,-2.3687,-3.1982,-2.8305,-3.8437,-1.451,-1.017,-1.1445,-1.2119,-2.3828
-4.4945,-4.5215,-5.0016,-4.5833,-3.9689,-4.0788,-4.4133,-4.728,-4.1825,-4.5939,-4.5027,-4.4165,-4.3559,-4.3704,-4.8914,-4.4644
-0.97241,-0.2833,-1.8355,-1.2454,-0.42384,-0.68403,-0.2985,-0.47124,-0.80251,-0.94547,-1.3523,-0.5396,-1.1872,-1.2259,-1.3213,-0.61804
-2.2136,-3.1584,-2.5403,-2.285,-2.5502,-2.6728,-2.5313,-2.7375,-2.7277,-2.474,-2.8735,-2.3349,-2.6858,-2.7529,-2.7342,-2.6151
-2.2048,-3.2347,-2.6746,-2.547,-2.5577,-2.661,-2.8151,-3.0404,-2.9819,-2.7645,-2.5094,-2.4915,-2.7711,-2.6146,-3.2798,-2.6611
-2.3135,-2.9098,-2.4978,-2.7575,-2.8645,-2.6106,-2.3356,-2.9103,-2.5309,-2.7491,-2.8856,-2.4369,-2.6306,-2.4619,-2.2665,-2.5006
-2.5475,-2.8201,-2.6198,-2.3517,-2.1084,-2.2844,-2.5292,-2.8672,-2.6635,-2.1763,-2.5383,-2.0249,-2.5079,-2.7136,-1.908,-1.8868
-0.45306,-1.095,-0.91277,-0.82224,-0.88931,-1.1638,-1.1918,-0.59036,-0.6664,-0.61311,-1.1355,-0.73213,-0.44722,-0.9922,-1.0052,-0.91382
-3.7835,-4.1755,-3.7576,-3.5742,-3.6129,-3.4837,-4.0761,-3.5719,-4.2721,-3.6162,-3.9979,-3.9485,-3.9,-4.1751,-4.6873,-3.9887
-0.97582,-1.3018,-1.2442,-1.0468,-0.97626,-1.1091,-1.4304,-0.8416,-0.83499,-0.70183,-1.531,-1.007,-0.83342,-1.2303,-0.99541,-1.1525
-6.7305,-6.5656,-6.7417,-5.5381,-5.2553,-5.9829,-6.1198,-6.1584,-6.0263,-5.6199,-6.114,-6.3481,-6.5742,-6.1966,-6.5076,-6.454
-3.5261,-3.4518,-2.9172,-2.5068,-2.4748,-3.3133,-2.9891,-2.9028,-2.8977,-2.7464,-3.3599,-1.6984,-1.291,-1.3953,-1.0959,-1.9967
-5.7034,-5.2845,-4.9769,-4.6604,-4.3951,-4.71,-4.9149,-4.3781,-5.2572,-5.0098,-5.1838,-4.9936,-5.9523,-5.4181,-5.1493,-4.8737
-0.67921,-1.2566,-0.77163,-0.78983,-0.93014,-0.79199,-0.84838,-0.48184,-0.5058,-0.44355,-1.2251,-0.49828,-0.55887,-0.74971,-0.9515,-0.80393
-3.5521,-3.767,-3.5457,-3.4488,-3.373,-3.4154,-3.7415,-3.2958,-3.6301,-3.5015,-3.5456,-3.5908,-3.2872,-3.7524,-4.0627,-3.4203
-0.23003,-0.086776,-1.1468,-1.0852,-0.39091,0.11031,0.01555,-0.13638,-0.71208,-0.85823,-1.4139,-0.84246,-1.8308,-1.2394,-1.4257,-1.4873
-4.149,-3.6961,-4.0172,-3.2641,-3.1697,-3.6451,-3.685,-3.3663,-3.3356,-3.9249,-3.9225,-3.5401,-3.9521,-3.8618,-3.8,-3.3751
-1.9175,-2.9812,-2.3809,-2.3963,-2.5348,-2.6669,-3.1365,-2.181,-2.9506,-2.4046,-2.7437,-2.2395,-2.5469,-2.772,-3.2638,-2.5631
-3.2669,-2.7871,-2.4373,-2.436,-2.3764,-2.511,-2.525,-2.4557,-2.9098,-2.4854,-3.3272,-1.2019,-0.90476,-0.88479,-0.79117,-2.0434
-1.8193,-1.1735,-2.0926,-1.5488,-1.7631,-1.8089,-1.735,-1.4137,-1.7325,-1.868,-1.8067,-1.7738,-1.5153,-1.5421,-1.9088,-1.8187
-4.5789,-3.8804,-3.9459,-3.7288,-3.4203,-3.4938,-3.7662,-3.595,-3.744,-3.8944,-3.7774,-3.5987,-3.3771,-3.762,-4.3195,-3.4987
-2.0587,-2.6562,-2.5998,-2.7882,-2.37,-2.9184,-2.5431,-2.8723,-2.9613,-2.6916,-3.0001,-2.3091,-2.5962,-2.6628,-2.54,-2.124
-3.5066,-3.5822,-3.573,-3.4258,-3.4883,-2.9957,-3.4804,-3.0584,-3.3375,-3.5766,-3.6699,-2.7215,-3.0078,-3.2518,-3.9512,-3.1153
-5.8321,-5.4494,-5.1599,-4.7896,-4.8721,-4.8558,-5.3022,-4.699,-5.434,-5.0742,-5.2964,-5.2324,-5.862,-5.7116,-5.2018,-4.8514
-0.67377,-1.3984,-1.3435,-1.211,-1.4854,-1.2702,-1.2965,-1.1353,-1.6786,-1.2276,-1.6109,-0.69719,-0.9139,-0.93604,-1.2234,-0.83942
-4.6109,-4.332,-4.2186,-4.1126,-4.2223,-4.1307,-4.505,-4.1696,-4.882,-4.4653,-4.27,-4.1376,-4.8556,-4.0752,-4.409,-4.3416
-1.717,-1.7043,-1.8523,-1.8009,-2.0161,-2.3133,-2.2893,-2.0932,-2.351,-2.0042,-2.8616,-1.0127,-0.81307,-0.89299,-0.63217,-1.4252
-1.1633,-1.4767,-1.4011,-1.2609,-1.1978,-1.2555,-1.4716,-0.92797,-1.0877,-0.9834,-1.7747,-1.1084,-1.1043,-1.3648,-1.1274,-1.2665
-0.80454,-1.0226,-1.3152,-1.1297,-0.96888,-1.6114,-0.74999,-1.0741,-1.3568,-1.236,-1.1756,-1.1389,-1.2543,-1.0471,-1.1028,-0.89059
0.60318,-0.40522,0.071243,0.12118,-0.052018,-0.19403,0.17298,-0.31852,-0.16248,0.13648,-0.080411,0.3451,-0.32666,-0.042018,-0.067231,0.061667
-0.43823,-0.95515,-0.94217,-1.0796,-0.44879,-0.14089,-0.26242,-0.49072,-0.41198,-1.3028,-1.1729,-0.6695,-1.0699,-0.6126,-0.44937,-0.26609
-1.5343,-1.5639,-1.5297,-1.7541,-1.8117,-1.9538,-1.6072,-1.9138,-1.7714,-2.0184,-1.6553,-1.9804,-1.8862,-1.7099,-1.85,-1.6112
-0.51248,-0.68063,-0.54107,-0.84855,-0.63712,-1.1719,-0.75476,-0.92919,-1.3109,-0.92503,-0.9323,-0.61438,-1.0323,-1.01,-1.1277,-0.99776
-2.1678,-1.7637,-2.1227,-1.6287,-1.9413,-2.0001,-1.6485,-1.7392,-2.1638,-1.735,-1.9152,-2.0319,-1.555,-1.5418,-2.1076,-2.0496
