1.1941,1.7438,1.719,1.2386,1.8556,1.3231,1.9135,1.3046,1.7523,1.4042,1.8495,1.3078,1.8024,1.741,1.7591,1.8815
0.37609,-0.0060819,0.71425,-0.3331,-0.13003,0.094984,0.70371,0.11945,0.33973,0.91214,0.15661,0.22462,0.024722,0.3112,0.31508,0.046325
0.95303,1.4161,1.445,0.91921,1.4495,1.1284,1.7079,1.0645,1.3577,1.2952,1.5427,1.0727,1.5197,1.4339,1.5576,1.6868
0.53309,0.37995,0.9094,-0.023839,0.014265,0.49269,0.87891,0.38881,0.62834,1.1401,0.41048,0.50609,0.69435,0.62259,0.90843,0.82346
-0.63497,-0.73191,-0.60175,-0.8795,-0.77861,-0.0036958,-0.62158,-0.45055,-0.59842,-0.37623,-0.25255,-0.2329,-0.57559,-0.61819,-0.33046,0.052753
-0.45465,-0.91644,-0.1467,-0.72125,-0.61297,-0.56248,0.074155,-0.36692,-0.56817,-0.3094,-0.33001,-0.69771,-0.52311,-0.55894,-0.36246,-1.0135
0.23057,-0.071275,0.5783,-0.86672,-0.24444,-0.0059448,0.60441,-0.084626,0.027574,0.68439,0.047921,0.09193,0.12967,0.12706,0.23069,0.33567
-0.33738,-0.78503,-0.16925,-0.89345,-0.56383,-0.47782,0.037035,-0.55479,-0.5659,-0.2875,-0.2831,-0.69529,-0.53766,-0.54649,-0.32836,-0.97817
-0.056219,-0.31687,0.20926,-0.95465,-0.94262,-0.26344,-0.13385,-0.29893,-0.029773,-0.15904,-0.28828,-0.22795,-0.063561,-0.04828,0.4715,0.31321
-2.9901,-2.8913,-2.5727,-3.5847,-3.6175,-2.3921,-2.6574,-3.0951,-2.4816,-3.4714,-2.8536,-2.8865,-3.1132,-3.2126,-3.3371,-2.8926
-0.23153,-0.75414,-0.14317,-0.47897,-0.48777,-0.4143,0.29306,-0.28569,-0.28272,-0.20583,-0.18167,-0.57691,-0.34723,-0.30441,0.035002,-0.87028
-3.589,-3.4811,-3.1309,-3.6517,-3.7187,-2.8341,-3.0943,-3.4877,-2.6997,-3.494,-2.987,-2.9817,-3.7602,-3.8171,-3.4723,-3.2099
0.58197,0.217,1.0124,-0.19403,-0.081458,0.33507,0.82511,0.35251,0.70836,1.1477,0.32424,0.56193,0.33429,0.51367,0.59299,0.46296
0.39783,0.36602,0.78532,0.017021,0.36554,0.089052,0.065546,0.15062,0.86758,0.046519,0.21591,0.36044,0.62589,0.37036,0.68324,0.19502
0.28335,0.060138,0.4275,0.40637,-0.2489,0.5122,0.64374,0.47778,0.57158,0.60528,0.37701,0.23739,0.88071,0.46012,1.0743,0.66696
-2.2417,-2.649,-2.2117,-2.5306,-2.1976,-2.2848,-2.2412,-2.4314,-2.5079,-2.4844,-2.6022,-2.269,-2.2814,-2.3695,-2.0348,-2.9662
-0.39055,-0.84476,-0.43004,-0.16674,-0.62612,-0.23846,0.13109,-0.19418,-0.19164,-0.75316,-0.13961,-0.63705,0.0083494,-0.33339,0.34263,-0.45016
-0.72917,-1.622,-0.69786,-1.003,-1.0468,-0.51057,-0.64028,-1.2244,-0.89086,-1.0575,-1.0297,-0.49324,-0.73495,-0.83222,-1.2203,-0.63439
0.29333,0.014851,0.55107,-0.1099,-0.6198,0.2388,0.27509,0.20527,0.49885,0.6105,0.005857,0.17096,0.62605,0.21329,0.71602,0.50693
-0.15794,-0.30605,-0.030752,-0.11213,-0.52736,0.10528,0.22685,0.10978,0.099637,-0.14709,0.11558,-0.28648,0.39461,0.15324,0.69305,0.28477
1.2945,1.7624,1.8452,1.2352,1.9933,1.3431,1.8479,1.4101,1.9233,1.3548,1.9404,1.4564,1.8421,1.8533,1.8018,1.8386
-2.4724,-2.6742,-2.3684,-2.9927,-2.8899,-2.6535,-2.5892,-2.1665,-2.504,-2.797,-3.3246,-2.6792,-2.3318,-2.5449,-2.4321,-2.3425
0.29279,0.22585,0.61969,-0.10554,-0.33164,0.35534,0.60951,0.30947,0.41895,0.69112,0.24678,0.23949,0.67752,0.45021,0.91048,0.80874
0.49128,0.33751,0.96003,0.48353,-0.37019,0.038559,0.54623,0.32742,1.0519,1.4341,0.74437,0.9344,1.0097,0.44766,0.84169,0.83488
0.31627,0.37604,0.65402,-0.0037724,-0.15562,0.32876,0.71822,0.27446,0.48519,0.83059,0.35494,0.26638,0.74107,0.45473,0.87202,0.86669
0.026732,-0.26062,0.18484,0.26804,-0.35076,0.31551,0.45068,0.27538,0.38165,0.0052182,0.17195,-0.043905,0.5307,0.16901,0.98426,0.39931
0.12724,-0.083938,0.20957,-0.99028,-0.25419,0.036107,-0.3248,-0.34596,-0.066769,-0.23953,-0.076567,0.2567,-0.21295,0.060592,0.099272,0.31887
1.7332,1.3749,2.1355,1.0223,1.686,1.3875,1.8835,1.8126,1.8904,1.9796,1.9818,1.941,1.9053,1.6147,1.7124,1.6389
0.57035,0.83337,1.0835,0.43727,0.92858,0.20084,0.47968,0.43995,1.2544,0.37191,0.77112,0.58337,0.98978,0.57376,0.80793,0.43507
-2.9454,-3.2156,-2.8086,-3.025,-2.8882,-2.4219,-2.9732,-3.2626,-2.7308,-2.9122,-2.7045,-2.7005,-2.7182,-2.8456,-2.6278,-2.9599
-2.1077,-2.2658,-1.9394,-1.8327,-2.1902,-1.972,-1.6806,-1.7216,-2.0038,-1.774,-2.0606,-1.9782,-1.3794,-1.4724,-1.7076,-1.6496
-2.2703,-2.9329,-2.2404,-2.1728,-3.1228,-2.5217,-2.0276,-2.2627,-2.311,-2.2847,-1.9145,-2.5859,-2.0971,-2.011,-1.8057,-2.0265
-1.4149,-1.5701,-1.481,-1.8031,-1.8313,-1.2726,-1.6826,-1.5939,-1.7871,-0.89338,-1.4231,-1.1114,-1.5525,-1.8723,-1.477,-1.2704
-2.6073,-3.078,-3.1971,-2.4626,-3.0196,-2.3782,-2.6104,-2.7414,-2.6671,-2.5768,-2.153,-2.0608,-2.3473,-3.0089,-2.2488,-2.6379
-2.5575,-2.4106,-2.1837,-3.0749,-2.4643,-2.2543,-2.1825,-2.2345,-2.8587,-3.0978,-2.7153,-2.922,-2.5833,-2.3484,-2.1719,-2.4699
-3.2172,-2.8331,-2.9794,-3.5997,-2.7478,-3.0869,-2.5865,-2.6182,-2.8146,-2.988,-3.0393,-2.6932,-2.8226,-3.0259,-2.4926,-2.8773
1.0856,0.3868,1.6547,0.56597,-0.27547,0.45836,1.1894,1.3604,1.2992,1.7803,1.1559,1.1364,1.612,0.71243,0.64172,0.34071
